2026-05-03 20:01:33 | Amb:55.5 | Hum:50 | Wind:0.0 | Pres:28.99 | SkyDiff:53.5
2026-05-04 14:10:32 | Amb:85.8 | Hum:12 | Wind:0.0 | Pres:28.79 | SkyDiff:76.8
2026-05-04 14:25:33 | Amb:90.6 | Hum:10 | Wind:0.0 | Pres:28.79 | SkyDiff:81.5
2026-05-04 14:40:34 | Amb:86.5 | Hum:12 | Wind:0.0 | Pres:28.78 | SkyDiff:75.0
2026-05-04 14:55:34 | Amb:88.9 | Hum:12 | Wind:0.0 | Pres:28.78 | SkyDiff:75.2
2026-05-04 15:10:35 | Amb:88.2 | Hum:13 | Wind:0.0 | Pres:28.79 | SkyDiff:73.8
2026-05-04 15:25:36 | Amb:86.6 | Hum:14 | Wind:3.0 | Pres:28.78 | SkyDiff:69.0
2026-05-04 15:40:36 | Amb:87.7 | Hum:14 | Wind:0.8 | Pres:28.78 | SkyDiff:69.3
2026-05-04 15:55:36 | Amb:81.3 | Hum:16 | Wind:0.0 | Pres:28.78 | SkyDiff:63.2
2026-05-04 16:10:36 | Amb:83.5 | Hum:14 | Wind:0.8 | Pres:28.78 | SkyDiff:66.3
2026-05-04 16:25:37 | Amb:82.8 | Hum:18 | Wind:0.0 | Pres:28.77 | SkyDiff:67.3
2026-05-04 16:40:37 | Amb:80.5 | Hum:19 | Wind:0.0 | Pres:28.77 | SkyDiff:65.7
2026-05-04 16:55:38 | Amb:78.6 | Hum:21 | Wind:0.0 | Pres:28.76 | SkyDiff:63.1
2026-05-04 17:10:42 | Amb:79.0 | Hum:21 | Wind:0.0 | Pres:28.75 | SkyDiff:63.0
2026-05-04 17:25:43 | Amb:78.3 | Hum:23 | Wind:0.0 | Pres:28.75 | SkyDiff:62.4
2026-05-04 17:40:43 | Amb:77.2 | Hum:24 | Wind:0.0 | Pres:28.74 | SkyDiff:55.1
2026-05-04 17:55:44 | Amb:77.6 | Hum:25 | Wind:0.0 | Pres:28.74 | SkyDiff:60.6
2026-05-04 18:10:45 | Amb:76.9 | Hum:25 | Wind:0.0 | Pres:28.74 | SkyDiff:58.1
2026-05-04 18:25:45 | Amb:77.4 | Hum:24 | Wind:0.0 | Pres:28.73 | SkyDiff:60.3
2026-05-04 18:40:47 | Amb:76.5 | Hum:24 | Wind:0.0 | Pres:28.72 | SkyDiff:59.6
2026-05-04 18:55:48 | Amb:75.1 | Hum:26 | Wind:0.0 | Pres:28.72 | SkyDiff:54.9
2026-05-04 22:20:46 | Amb:59.0 | Hum:84 | Wind:0.0 | Pres:28.73 | SkyDiff:1.6
2026-05-05 20:51:56 | Amb:47.6 | Hum:43 | Wind:0.0 | Pres:29.04 | SkyDiff:56.2
2026-05-05 21:06:58 | Amb:46.3 | Hum:45 | Wind:0.0 | Pres:29.04 | SkyDiff:56.2
2026-05-05 21:22:00 | Amb:45.8 | Hum:47 | Wind:0.0 | Pres:29.05 | SkyDiff:54.3
2026-05-05 21:37:01 | Amb:44.8 | Hum:51 | Wind:0.0 | Pres:29.05 | SkyDiff:50.8
2026-05-05 21:52:02 | Amb:44.4 | Hum:52 | Wind:0.0 | Pres:29.06 | SkyDiff:43.6
2026-05-05 22:07:03 | Amb:44.8 | Hum:51 | Wind:0.0 | Pres:29.06 | SkyDiff:45.6
2026-05-05 22:22:04 | Amb:44.9 | Hum:50 | Wind:0.0 | Pres:29.07 | SkyDiff:38.0
2026-05-05 22:37:05 | Amb:45.2 | Hum:49 | Wind:0.0 | Pres:29.07 | SkyDiff:37.5
2026-05-05 22:52:05 | Amb:44.7 | Hum:50 | Wind:0.0 | Pres:29.08 | SkyDiff:41.3
2026-05-05 23:07:05 | Amb:45.0 | Hum:50 | Wind:0.0 | Pres:29.08 | SkyDiff:30.7
2026-05-05 23:22:06 | Amb:44.9 | Hum:50 | Wind:0.0 | Pres:29.07 | SkyDiff:28.9
2026-05-05 23:37:07 | Amb:44.6 | Hum:53 | Wind:0.0 | Pres:29.08 | SkyDiff:28.8
2026-05-05 23:52:09 | Amb:44.6 | Hum:54 | Wind:0.0 | Pres:29.08 | SkyDiff:26.9
2026-05-06 00:07:09 | Amb:44.6 | Hum:54 | Wind:0.0 | Pres:29.09 | SkyDiff:24.6
2026-05-06 00:22:13 | Amb:44.3 | Hum:55 | Wind:0.0 | Pres:29.08 | SkyDiff:27.8
2026-05-06 00:37:14 | Amb:44.3 | Hum:53 | Wind:0.0 | Pres:29.08 | SkyDiff:32.4
2026-05-06 00:52:14 | Amb:43.9 | Hum:54 | Wind:0.0 | Pres:29.10 | SkyDiff:34.1
2026-05-06 01:07:14 | Amb:43.5 | Hum:54 | Wind:0.0 | Pres:29.10 | SkyDiff:29.8
2026-05-06 01:22:15 | Amb:43.2 | Hum:56 | Wind:0.0 | Pres:29.11 | SkyDiff:32.1
2026-05-06 01:37:16 | Amb:43.1 | Hum:56 | Wind:0.0 | Pres:29.10 | SkyDiff:32.0
2026-05-06 01:52:16 | Amb:43.0 | Hum:56 | Wind:0.0 | Pres:29.10 | SkyDiff:31.1
2026-05-06 02:07:18 | Amb:42.8 | Hum:58 | Wind:0.0 | Pres:29.10 | SkyDiff:26.7
2026-05-06 02:22:20 | Amb:41.7 | Hum:61 | Wind:0.0 | Pres:29.10 | SkyDiff:48.5
2026-05-06 02:37:21 | Amb:40.4 | Hum:66 | Wind:0.0 | Pres:29.09 | SkyDiff:41.6
2026-05-06 02:52:22 | Amb:39.9 | Hum:68 | Wind:0.0 | Pres:29.09 | SkyDiff:48.7
2026-05-06 03:07:23 | Amb:39.2 | Hum:69 | Wind:0.0 | Pres:29.10 | SkyDiff:46.2
2026-05-06 03:22:23 | Amb:39.1 | Hum:69 | Wind:0.0 | Pres:29.09 | SkyDiff:46.5
2026-05-06 03:37:24 | Amb:38.7 | Hum:71 | Wind:0.0 | Pres:29.09 | SkyDiff:49.3
2026-05-06 03:52:25 | Amb:38.9 | Hum:70 | Wind:0.0 | Pres:29.09 | SkyDiff:29.3
2026-05-06 04:07:26 | Amb:39.2 | Hum:68 | Wind:0.0 | Pres:29.09 | SkyDiff:31.2
2026-05-06 04:22:28 | Amb:38.1 | Hum:71 | Wind:0.0 | Pres:29.09 | SkyDiff:53.2
2026-05-06 04:37:28 | Amb:37.4 | Hum:73 | Wind:0.0 | Pres:29.09 | SkyDiff:52.9
2026-05-06 04:52:30 | Amb:37.0 | Hum:74 | Wind:0.0 | Pres:29.09 | SkyDiff:52.7
2026-05-06 05:07:30 | Amb:37.1 | Hum:74 | Wind:0.0 | Pres:29.09 | SkyDiff:52.9
2026-05-06 05:22:30 | Amb:36.9 | Hum:74 | Wind:0.0 | Pres:29.10 | SkyDiff:52.7
2026-05-06 05:37:31 | Amb:37.0 | Hum:74 | Wind:0.0 | Pres:29.11 | SkyDiff:53.7
2026-05-06 05:52:31 | Amb:36.9 | Hum:73 | Wind:0.0 | Pres:29.11 | SkyDiff:54.1
2026-05-06 06:07:31 | Amb:36.8 | Hum:72 | Wind:0.0 | Pres:29.11 | SkyDiff:54.0
2026-05-06 06:22:33 | Amb:36.7 | Hum:72 | Wind:0.0 | Pres:29.11 | SkyDiff:53.9
2026-05-06 06:37:33 | Amb:36.1 | Hum:75 | Wind:0.0 | Pres:29.12 | SkyDiff:50.2
2026-05-06 06:52:34 | Amb:36.5 | Hum:75 | Wind:0.0 | Pres:29.11 | SkyDiff:49.5
2026-05-06 07:07:35 | Amb:38.4 | Hum:68 | Wind:0.0 | Pres:29.11 | SkyDiff:56.2
2026-05-06 07:22:36 | Amb:38.8 | Hum:66 | Wind:4.5 | Pres:29.12 | SkyDiff:56.8
2026-05-06 07:37:37 | Amb:40.5 | Hum:62 | Wind:0.0 | Pres:29.13 | SkyDiff:58.3
2026-05-06 07:52:38 | Amb:43.0 | Hum:57 | Wind:0.0 | Pres:29.14 | SkyDiff:61.1
2026-05-06 08:07:40 | Amb:45.6 | Hum:52 | Wind:0.0 | Pres:29.15 | SkyDiff:62.6
2026-05-06 08:22:40 | Amb:48.8 | Hum:47 | Wind:0.0 | Pres:29.15 | SkyDiff:65.3
2026-05-06 08:37:40 | Amb:50.3 | Hum:44 | Wind:0.0 | Pres:29.15 | SkyDiff:67.5
2026-05-06 08:52:42 | Amb:52.2 | Hum:39 | Wind:3.0 | Pres:29.16 | SkyDiff:68.3
2026-05-06 09:07:43 | Amb:51.9 | Hum:37 | Wind:0.0 | Pres:29.15 | SkyDiff:67.2
2026-05-06 09:22:44 | Amb:54.7 | Hum:35 | Wind:0.0 | Pres:29.15 | SkyDiff:70.2
2026-05-06 09:37:44 | Amb:58.0 | Hum:32 | Wind:0.0 | Pres:29.15 | SkyDiff:72.1
2026-05-06 09:52:46 | Amb:56.7 | Hum:29 | Wind:0.0 | Pres:29.16 | SkyDiff:68.8
2026-05-06 10:07:46 | Amb:57.0 | Hum:25 | Wind:0.0 | Pres:29.16 | SkyDiff:70.0
2026-05-06 10:22:47 | Amb:59.8 | Hum:24 | Wind:0.0 | Pres:29.16 | SkyDiff:70.4
2026-05-06 10:37:48 | Amb:59.0 | Hum:26 | Wind:0.0 | Pres:29.17 | SkyDiff:69.8
2026-05-06 10:52:49 | Amb:64.0 | Hum:24 | Wind:0.0 | Pres:29.17 | SkyDiff:74.1
2026-05-06 11:07:50 | Amb:62.4 | Hum:21 | Wind:0.0 | Pres:29.18 | SkyDiff:68.7
2026-05-06 11:22:52 | Amb:63.4 | Hum:23 | Wind:0.0 | Pres:29.17 | SkyDiff:66.6
2026-05-06 11:37:54 | Amb:61.3 | Hum:21 | Wind:0.0 | Pres:29.18 | SkyDiff:68.4
2026-05-06 11:52:54 | Amb:64.8 | Hum:19 | Wind:0.0 | Pres:29.18 | SkyDiff:45.4
2026-05-06 12:07:55 | Amb:64.7 | Hum:21 | Wind:0.0 | Pres:29.17 | SkyDiff:55.8
2026-05-06 12:22:56 | Amb:61.7 | Hum:22 | Wind:0.0 | Pres:29.17 | SkyDiff:31.5
2026-05-06 12:37:57 | Amb:64.6 | Hum:23 | Wind:0.0 | Pres:29.17 | SkyDiff:48.8
2026-05-06 12:53:00 | Amb:60.1 | Hum:23 | Wind:0.0 | Pres:29.17 | SkyDiff:29.4
2026-05-06 13:08:01 | Amb:60.7 | Hum:21 | Wind:0.0 | Pres:29.17 | SkyDiff:47.8
2026-05-06 13:23:03 | Amb:60.5 | Hum:21 | Wind:0.0 | Pres:29.16 | SkyDiff:43.8
2026-05-06 13:38:03 | Amb:63.4 | Hum:20 | Wind:0.0 | Pres:29.16 | SkyDiff:40.1
2026-05-06 13:53:05 | Amb:62.0 | Hum:19 | Wind:0.8 | Pres:29.16 | SkyDiff:51.5
2026-05-06 14:08:05 | Amb:60.6 | Hum:20 | Wind:0.0 | Pres:29.16 | SkyDiff:45.7
2026-05-06 14:23:06 | Amb:63.2 | Hum:19 | Wind:0.0 | Pres:29.16 | SkyDiff:40.7
2026-05-06 14:38:07 | Amb:70.4 | Hum:17 | Wind:0.0 | Pres:29.16 | SkyDiff:42.9
2026-05-06 14:53:08 | Amb:70.6 | Hum:16 | Wind:0.0 | Pres:29.16 | SkyDiff:68.8
2026-05-06 15:08:10 | Amb:68.0 | Hum:19 | Wind:0.0 | Pres:29.16 | SkyDiff:53.5
2026-05-06 15:23:11 | Amb:76.5 | Hum:14 | Wind:0.0 | Pres:29.16 | SkyDiff:71.5
2026-05-06 15:38:12 | Amb:71.3 | Hum:14 | Wind:0.0 | Pres:29.16 | SkyDiff:77.4
2026-05-06 15:53:13 | Amb:69.9 | Hum:15 | Wind:0.0 | Pres:29.16 | SkyDiff:79.2
2026-05-06 16:08:14 | Amb:69.0 | Hum:16 | Wind:0.0 | Pres:29.16 | SkyDiff:78.3
2026-05-06 16:23:14 | Amb:60.6 | Hum:21 | Wind:0.0 | Pres:29.15 | SkyDiff:57.9
2026-05-06 16:38:15 | Amb:66.2 | Hum:19 | Wind:0.0 | Pres:29.15 | SkyDiff:54.1
2026-05-06 16:53:16 | Amb:61.0 | Hum:23 | Wind:0.0 | Pres:29.15 | SkyDiff:68.8
2026-05-06 17:08:18 | Amb:58.8 | Hum:24 | Wind:0.0 | Pres:29.15 | SkyDiff:66.3
2026-05-06 17:23:19 | Amb:57.8 | Hum:26 | Wind:0.0 | Pres:29.15 | SkyDiff:61.9
2026-05-06 17:38:19 | Amb:57.3 | Hum:25 | Wind:0.0 | Pres:29.15 | SkyDiff:57.9
2026-05-06 17:53:19 | Amb:57.4 | Hum:26 | Wind:3.0 | Pres:29.15 | SkyDiff:63.8
2026-05-06 18:08:20 | Amb:58.1 | Hum:25 | Wind:0.0 | Pres:29.15 | SkyDiff:58.0
2026-05-06 18:23:22 | Amb:57.2 | Hum:27 | Wind:0.0 | Pres:29.15 | SkyDiff:63.6
2026-05-06 18:38:23 | Amb:55.9 | Hum:28 | Wind:0.0 | Pres:29.15 | SkyDiff:58.5
2026-05-06 18:53:24 | Amb:54.9 | Hum:28 | Wind:0.0 | Pres:29.15 | SkyDiff:34.8
2026-05-06 19:08:24 | Amb:54.9 | Hum:28 | Wind:0.0 | Pres:29.15 | SkyDiff:33.6
2026-05-06 19:23:26 | Amb:53.9 | Hum:30 | Wind:0.0 | Pres:29.16 | SkyDiff:28.6
2026-05-06 19:38:28 | Amb:53.1 | Hum:30 | Wind:0.0 | Pres:29.15 | SkyDiff:25.8
2026-05-06 19:53:28 | Amb:52.4 | Hum:30 | Wind:0.0 | Pres:29.16 | SkyDiff:25.3
2026-05-06 20:08:29 | Amb:51.8 | Hum:32 | Wind:0.0 | Pres:29.16 | SkyDiff:24.5
2026-05-06 20:23:30 | Amb:51.4 | Hum:33 | Wind:0.0 | Pres:29.17 | SkyDiff:23.9
2026-05-06 20:38:30 | Amb:50.6 | Hum:34 | Wind:0.0 | Pres:29.17 | SkyDiff:22.3
2026-05-06 20:53:32 | Amb:50.1 | Hum:35 | Wind:0.0 | Pres:29.17 | SkyDiff:20.1
2026-05-06 21:08:33 | Amb:49.8 | Hum:36 | Wind:0.0 | Pres:29.17 | SkyDiff:20.9
2026-05-06 21:23:34 | Amb:49.7 | Hum:36 | Wind:0.0 | Pres:29.17 | SkyDiff:20.9
2026-05-06 21:38:34 | Amb:49.3 | Hum:38 | Wind:0.0 | Pres:29.17 | SkyDiff:22.3
2026-05-06 21:53:34 | Amb:48.7 | Hum:38 | Wind:0.0 | Pres:29.17 | SkyDiff:21.9
2026-05-06 22:08:35 | Amb:48.8 | Hum:39 | Wind:0.0 | Pres:29.18 | SkyDiff:20.2
2026-05-06 22:23:35 | Amb:48.5 | Hum:39 | Wind:0.0 | Pres:29.18 | SkyDiff:20.1
2026-05-06 22:38:35 | Amb:48.1 | Hum:43 | Wind:0.0 | Pres:29.18 | SkyDiff:28.6
2026-05-06 22:53:36 | Amb:47.2 | Hum:44 | Wind:0.0 | Pres:29.18 | SkyDiff:46.2
2026-05-06 23:08:37 | Amb:46.5 | Hum:44 | Wind:0.0 | Pres:29.19 | SkyDiff:39.8
2026-05-06 23:23:38 | Amb:45.6 | Hum:47 | Wind:0.0 | Pres:29.18 | SkyDiff:45.3
2026-05-06 23:38:39 | Amb:45.0 | Hum:48 | Wind:0.0 | Pres:29.18 | SkyDiff:51.6
2026-05-06 23:53:40 | Amb:44.4 | Hum:49 | Wind:0.0 | Pres:29.18 | SkyDiff:54.7
2026-05-07 00:08:40 | Amb:43.6 | Hum:50 | Wind:0.0 | Pres:29.18 | SkyDiff:48.2
2026-05-07 00:23:42 | Amb:43.0 | Hum:53 | Wind:0.0 | Pres:29.18 | SkyDiff:47.5
2026-05-07 00:38:43 | Amb:42.5 | Hum:55 | Wind:0.0 | Pres:29.18 | SkyDiff:30.6
2026-05-07 00:53:44 | Amb:43.6 | Hum:55 | Wind:0.0 | Pres:29.18 | SkyDiff:17.2
2026-05-07 01:08:44 | Amb:44.6 | Hum:54 | Wind:0.0 | Pres:29.18 | SkyDiff:14.6
2026-05-07 01:23:46 | Amb:45.1 | Hum:54 | Wind:0.0 | Pres:29.18 | SkyDiff:14.6
2026-05-07 01:38:47 | Amb:45.3 | Hum:53 | Wind:0.0 | Pres:29.18 | SkyDiff:19.3
2026-05-07 01:53:47 | Amb:45.5 | Hum:52 | Wind:0.0 | Pres:29.17 | SkyDiff:27.5
2026-05-07 02:08:49 | Amb:45.1 | Hum:51 | Wind:0.0 | Pres:29.17 | SkyDiff:50.2
2026-05-07 02:23:49 | Amb:44.1 | Hum:52 | Wind:0.0 | Pres:29.18 | SkyDiff:55.8
2026-05-07 02:38:50 | Amb:43.2 | Hum:53 | Wind:0.0 | Pres:29.18 | SkyDiff:55.7
2026-05-07 02:53:51 | Amb:42.6 | Hum:54 | Wind:0.0 | Pres:29.18 | SkyDiff:55.7
2026-05-07 03:08:53 | Amb:42.0 | Hum:55 | Wind:0.0 | Pres:29.18 | SkyDiff:55.5
2026-05-07 03:23:54 | Amb:41.0 | Hum:58 | Wind:0.0 | Pres:29.18 | SkyDiff:47.0
2026-05-07 03:38:55 | Amb:41.7 | Hum:56 | Wind:0.0 | Pres:29.18 | SkyDiff:31.4
2026-05-07 03:53:56 | Amb:42.4 | Hum:54 | Wind:0.0 | Pres:29.17 | SkyDiff:20.6
2026-05-07 04:08:57 | Amb:42.1 | Hum:55 | Wind:0.0 | Pres:29.17 | SkyDiff:45.6
2026-05-07 04:23:59 | Amb:41.1 | Hum:57 | Wind:0.0 | Pres:29.17 | SkyDiff:40.8
2026-05-07 04:38:59 | Amb:40.1 | Hum:60 | Wind:0.0 | Pres:29.17 | SkyDiff:49.2
2026-05-07 04:54:00 | Amb:39.4 | Hum:62 | Wind:0.0 | Pres:29.17 | SkyDiff:31.6
2026-05-07 05:09:00 | Amb:39.2 | Hum:63 | Wind:0.0 | Pres:29.17 | SkyDiff:53.4
2026-05-07 05:24:01 | Amb:37.7 | Hum:67 | Wind:0.0 | Pres:29.17 | SkyDiff:53.7
2026-05-07 05:39:02 | Amb:37.2 | Hum:70 | Wind:0.0 | Pres:29.17 | SkyDiff:53.3
2026-05-07 05:54:04 | Amb:36.7 | Hum:72 | Wind:0.0 | Pres:29.16 | SkyDiff:52.4
2026-05-07 06:09:06 | Amb:36.5 | Hum:73 | Wind:0.0 | Pres:29.17 | SkyDiff:52.6
2026-05-07 06:24:06 | Amb:36.4 | Hum:74 | Wind:0.0 | Pres:29.17 | SkyDiff:52.4
2026-05-07 06:39:07 | Amb:36.8 | Hum:74 | Wind:0.0 | Pres:29.17 | SkyDiff:53.8
2026-05-07 06:54:08 | Amb:37.2 | Hum:74 | Wind:0.0 | Pres:29.17 | SkyDiff:54.0
2026-05-07 07:09:09 | Amb:38.4 | Hum:71 | Wind:0.0 | Pres:29.17 | SkyDiff:55.5
2026-05-07 07:24:11 | Amb:39.8 | Hum:68 | Wind:0.0 | Pres:29.18 | SkyDiff:56.5
2026-05-07 07:39:11 | Amb:41.3 | Hum:65 | Wind:0.0 | Pres:29.18 | SkyDiff:59.0
2026-05-07 07:54:12 | Amb:44.8 | Hum:57 | Wind:0.0 | Pres:29.18 | SkyDiff:62.5
